#Quellfrequenz[Hz]	# Brückenspannung[V]	#Quellspannung[V]	#Theoretische Eigenfrequenz f0
20.30				1.438					4.250				1141
350.4				0.944
670.3				0.469
800.3				0.319
900.3				0.209
1000.3				0.119
1110.3				0.033
1400.3				0.178
2000.3				0.463
3200.3				0.772
4000.3				0.888
5000.3				0.975
6010.3				1.025
7000.3				1.050
8000.3				1.075
10030.3				1.094
15000.0				1.100
20030.3				1.075
23100.0				1.044
25000.0				1.038
27000.0				1.019
28000.0				1.013
29000.0				1.006
30100.0				0.994
