# Widerstand [Ohm] #Spannung [V] #Strom [I]
0		0.48	101.8
10		1.44	100.2
20		1.86	76.4
30		1.96	53.8
40		1.99	43.4
50		2.00	36.4
100		2.04	19.5
110		2.04	17.9
120		2.04	16.6
130		2.03	15.3
140		2.04	14.2
150		2.03	13.2
200		2.04	10.1
210		2.03	9.6
220		2.03	9.1
230		2.03	8.8
240		2.03	8.4
250		2.03	8.1
