#Spannung		#Impulse		#Strom
350				5036			0.1
370				4995			0.1
390				4966			0.1
410				5040			0.2
430				5252			0.2
450				5137			0.2
470				5049			0.2
490				5197			0.2
510				5076			0.2
530				5354			0.3
550				5002			0.3
570				5162			0.3
590				5185			0.3
610				5184			0.4
630				5292			0.4
650				5033			0.4
670				5297			0.4
690				5153			0.4
