# Temperatur[°C]	# Druck[mbar]
#33					123
#36					132
#38					138
#40					145
#42					151
#44					159
#46					168
#48					177
#50					186
#52					195
#54					206
#56					219
#58					232
60					244
62					260
64					275
66					291
68					310
70					332
72					349
74					374
76					400
78					429
80					467
82					506
84					553
86					591
88					643
90					694
92					747
94					796
95					821
96					851
