#Temperatur[°C]			#Druck[bar]
40						0.88
45						0.88
50						0.88
55						0.89
60						0.89
65						0.90
70						0.90
75						0.92
80						0.93
85						0.95
90						0.97
95						1.01
100						1.05
105						1.10
110						1.17
115						1.26
120						1.37
125						1.57
130						1.74
135						2.00
140						2.33
145						2.72
150						3.18
155						3.73
160						4.36
165						5.12
170						5.93
175						6.84
180						7.93
185						9.17
190						10.54
195						12.02
200						13.74
